Emotion,Sex,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r
H,F,0,0.0543518518518519,0.0648148148148148,0.0140740740740741,0.814074074074074,1.9162037037037,0.488148148148148,0.986481481481482,2.07435185185185,0.851666666666667,0.182962962962963,0.0752777777777778,0.4225,0.0186111111111111,1.57407407407407,0.187222222222222,0.121481481481481
H,F,0.832952380952381,1.20761904761905,0.004,0.252857142857143,1.19714285714286,2.37428571428571,1.07371428571429,0.915428571428571,1.66619047619048,1.97190476190476,0.132190476190476,0.246,1.22104761904762,0.263333333333333,2.69619047619048,1.07419047619048,0.716476190476191
H,F,0.058952380952381,0.017047619047619,0.417809523809524,0.101047619047619,1.77838095238095,0.937428571428571,0.394571428571429,2.1972380952381,2.678,1.38209523809524,0.63552380952381,0.027047619047619,1.22333333333333,0.008,4.23047619047619,1.15419047619048,0.378190476190476
H,F,0.887142857142857,1.5427619047619,0.00590476190476191,0.222095238095238,1.53304761904762,1.45961904761905,0.865333333333333,2.10038095238095,2.77838095238095,1.59457142857143,0.0946666666666667,0.095047619047619,0.240857142857143,0.148285714285714,2.63285714285714,0.472190476190476,1.57609523809524
H,F,0.713714285714286,1.94495238095238,0,0.799428571428571,0.447904761904762,0.991809523809524,0.16152380952381,0.670285714285714,2.12819047619048,0.584380952380952,0.0931428571428571,0.006,0.952380952380952,0,2.54333333333333,1.34885714285714,0.470857142857143
H,F,0.481272727272727,0.0152727272727273,0.0544545454545455,0,0.947363636363636,2.88690909090909,0.197909090909091,1.11845454545455,2.08836363636364,0.640909090909091,0.0105454545454545,0,0.528363636363636,0.0196363636363636,2.13054545454545,1.28581818181818,0.426
H,F,0.116909090909091,0.0148181818181818,0.171181818181818,0.0205454545454545,1.01027272727273,2.13090909090909,0.578545454545455,1.41154545454545,1.55572727272727,0.726,0.194545454545455,0.143,0.305,0.293545454545455,2.20363636363636,0.878272727272727,0.493
H,F,0,0.141351351351351,0,0.060990990990991,2.08846846846847,3.16675675675676,0.937207207207207,1.45288288288288,2.14063063063063,1.39540540540541,0.279369369369369,0.343153153153153,0.339009009009009,0.00108108108108108,0.625585585585586,0.395945945945946,0.962522522522523
H,F,0.48156862745098,1.44843137254902,0.0119607843137255,0.430196078431373,1.26186274509804,1.26490196078431,0.37843137254902,0.983235294117647,2.77852941176471,1.48176470588235,0.0280392156862745,0.00852941176470588,0.717647058823529,0.0631372549019608,2.50813725490196,0.820294117647059,0.769901960784314
H,F,1.19103773584906,2.08188679245283,0.00113207547169811,0.97811320754717,0.419622641509434,1.25122641509434,0.23377358490566,0.537452830188679,1.50198113207547,0.74188679245283,0.221415094339623,0.112924528301887,1.02330188679245,0.315188679245283,1.3638679245283,0.202641509433962,0.616698113207547
H,F,0.0108490566037736,0.129905660377359,0,0.200566037735849,1.14,2.24179245283019,1.27877358490566,1.32820754716981,1.47509433962264,0.446698113207547,0.169528301886792,0.156509433962264,0.317924528301887,0.0439622641509434,1.53169811320755,1.00075471698113,0.566132075471698
H,F,0.837685185185185,1.35148148148148,0.000555555555555556,0.927962962962963,0.759074074074074,0.464259259259259,0.072962962962963,1.37101851851852,2.1337037037037,1.44314814814815,0.163240740740741,0.0376851851851852,0.998703703703704,0.0484259259259259,2.35101851851852,1.09046296296296,0.0925
H,F,0,0.0268141592920354,0.13283185840708,0.0278761061946903,0.835132743362832,1.86159292035398,0.414424778761062,1.0441592920354,2.11345132743363,0.849380530973451,0.191327433628319,0.097787610619469,0.329115044247788,0.0230088495575221,1.53920353982301,0.210353982300885,0.16070796460177
H,F,1.01638095238095,1.38752380952381,0.00276190476190476,1.40428571428571,1.22638095238095,2.19295238095238,0.792571428571429,1.21295238095238,2.0367619047619,2.04419047619048,0.131047619047619,0.405333333333333,1.03580952380952,0.255904761904762,2.56866666666667,1.22733333333333,0.356285714285714
